,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,fiks_id
421,100.0,100.0,409645,0,0,-2,2,2,3,2.7,5.0,9,Peter,5.0,422,False,,2024-06-27T09:07:41.043184Z,73,409645.jpg,3.2,Christiansen,1.8,False,,a,16,7,89,432,0,688,0,0.7,12.2,Christiansen,,1592,6,2,4,23,0,0,1,0,0,6,0,0.000000,
422,100.0,100.0,351974,0,0,-2,2,0,3,0.0,0.0,0,Kasper,0.0,423,False,,2024-07-28T18:25:56.753647Z,43,351974.jpg,1.0,Sætherbø,0.2,False,,a,16,7,2,22,0,56,0,0.0,0.5,Sætherbø,,48,0,0,0,0,0,0,0,0,0,0,0,0.000000,3192671.0
423,100.0,100.0,317756,0,0,-2,2,0,2,0.3,-0.3,-2,Vetle,-0.3,424,False,,2024-07-11T20:01:22.006191Z,43,317756.jpg,0.4,Auklend,0.1,False,,a,16,7,2,6,0,44,0,-0.1,0.5,V.Auklend,,126,0,0,0,2,0,0,0,1,0,0,0,0.000000,3255744.0
424,,,24019,0,0,-1,1,0,1,0.3,0.3,0,Aslak,0.3,425,False,,,44,24019.jpg,1.0,Falch,0.3,False,,a,5,16,1,88,0,47,0,0.1,0.2,Falch,,46,0,0,0,4,0,0,0,0,6,0,0,0.000000,3600827.0
425,0.0,0.0,531781,0,0,-1,1,0,2,0.0,0.0,0,Mihajlo,0.0,426,False,Tilbake i Odense BK etter avsluttet utlån,2024-07-28T21:16:30.774280Z,39,531781.jpg,1.8,Ivancevic,0.7,False,,u,10,14,23,1254,0,1185,0,0.0,5.9,Ivancevic,,803,0,1,2,17,0,0,2,1,0,2,0,0.000000,
426,0.0,0.0,339953,0,0,0,0,0,1,0.0,0.0,0,Magnus Rugland,0.0,427,False,Ankel - Ute resten av sesongen,2024-10-21T12:09:24.117849Z,40,339953.jpg,1.0,Ree,1.0,False,,i,16,7,4,443,0,198,0,0.0,1.0,Rugland,,360,0,0,0,8,0,0,0,0,7,0,1,0.000000,3681478.0
427,0.0,0.0,349999,0,0,0,0,0,3,0.0,0.0,0,Filip,0.0,428,False,Overgang til Skeid,2024-07-25T14:42:38.050351Z,50,349999.jpg,0.0,Stensland,0.0,False,,u,3,40,0,4,0,7,0,0.0,0.0,Stensland,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3216149.0
428,,,335656,0,0,0,0,0,3,0.0,0.0,0,Martin,0.0,429,False,,,50,335656.jpg,0.0,Alvsaker,0.0,False,,a,5,16,0,0,0,0,0,0.0,0.0,Alvsaker,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3154870.0
429,100.0,100.0,188934,0,0,-8,8,1,3,0.0,0.3,1,August,0.3,430,False,,2024-04-21T21:13:43.240558Z,92,188934.jpg,3.1,Mikkelsen,2.7,False,,a,1,8,68,4556,0,4639,0,0.0,7.4,Mikkelsen,,1129,2,4,8,9,0,0,0,0,0,5,0,0.000000,2747373.0
430,100.0,100.0,27747,0,0,-3,3,0,3,0.7,0.3,0,Mathis,0.3,431,False,,2024-09-27T07:04:46.319715Z,52,27747.jpg,1.0,Bolly,0.0,False,,a,8,12,9,4,0,14,0,0.1,1.7,Bolly,,109,0,0,0,6,0,0,0,0,0,0,0,0.000000,3773849.0
431,100.0,100.0,310766,0,0,0,0,1,2,2.7,2.7,1,Tobias,2.7,432,False,,2024-05-12T22:19:22.960502Z,45,310766.jpg,3.2,Guddal,0.6,False,,a,15,3,82,387,0,121,0,0.6,18.2,Guddal,,2077,1,0,9,30,0,0,3,0,0,7,0,0.000000,2858373.0
432,100.0,100.0,175283,0,0,-1,1,1,3,1.3,2.0,2,Félix,2.0,433,False,,2024-10-27T20:01:53.191995Z,59,175283.jpg,2.5,Vá,0.5,False,,a,8,12,63,741,0,529,0,0.3,10.7,Vá,,1702,4,2,1,44,0,0,4,2,0,3,0,0.000000,
433,,,98447,0,0,-3,3,0,4,0.0,0.0,0,Aaron,0.0,434,False,,,77,98447.jpg,1.5,Samuel,0.9,False,,a,9,6,20,726,0,761,0,0.0,2.6,Samuel,,251,1,1,0,6,0,0,0,0,0,0,0,0.000000,2825425.0
434,,,485077,0,0,-1,1,0,3,0.0,0.0,0,Adam,0.0,435,False,,,44,485077.jpg,0.5,Saldaña,0.0,False,,a,6,1438,1,7,0,13,0,0.0,0.2,Saldaña,,16,0,0,0,0,0,0,1,0,0,0,0,0.000000,4066514.0
435,,,411095,0,0,-1,1,0,4,2.0,2.0,1,Mame Mor,2.0,436,False,,,54,411095.jpg,2.0,Ndiaye,0.5,False,,a,6,1438,43,429,0,381,0,0.4,8.0,Ndiaye,,623,3,1,1,15,0,0,1,0,0,2,0,0.000000,3490956.0
436,,,539188,0,0,0,0,0,3,0.7,2.3,5,Mathias,2.3,437,False,,,55,539188.jpg,1.9,Sauer,0.0,False,,a,5,16,51,23,0,17,0,0.4,9.3,Sauer,,1268,1,2,4,19,0,0,2,0,0,0,0,0.000000,4067607.0
437,50.0,50.0,65457,0,0,-5,5,0,2,0.0,1.0,6,Eric,2.0,438,False,Legg - 50 % sjanse for å spille,2024-09-20T19:35:30.012700Z,45,65457.jpg,1.7,Larsson,0.0,False,,d,8,12,26,85,0,75,0,0.4,5.8,Larsson,,892,1,1,0,18,0,0,1,0,0,0,0,0.000000,
438,100.0,100.0,645404,0,0,0,0,0,2,2.7,2.3,0,Villads Schmidt,2.3,439,False,,2024-10-03T20:21:46.560039Z,50,645404.jpg,2.7,Nielsen,0.0,False,,a,1,8,24,24,0,7,0,0.5,4.8,Nielsen,,408,0,0,3,4,0,0,0,0,0,0,0,0.000000,4066761.0
439,,,483781,0,0,0,0,0,1,0.0,0.0,0,Eric Alexander Stefan,0.0,440,False,,,45,483781.jpg,0.0,Nilsson,0.0,False,,a,4,50,0,7,0,3,0,0.0,0.0,Nilsson,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4066859.0
440,,,378326,0,0,-1,1,0,1,0.0,0.0,0,Simo,0.0,441,False,,,39,378326.jpg,0.0,Lampinen-Skaug,0.1,False,,a,14,9,0,104,0,41,0,0.0,0.0,Lampinen-Skaug,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3094875.0
441,,,35627,0,0,-1,1,0,3,0.0,0.0,0,Daniel,0.0,442,False,,,49,35627.jpg,0.0,Berntsen,0.0,False,,a,1,8,0,4,0,4,0,0.0,0.0,Berntsen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2778226.0
442,100.0,100.0,79321,0,0,-1,1,0,1,0.0,0.0,0,Idar,0.0,443,False,,2024-09-16T07:37:57.902999Z,39,79321.jpg,0.0,Lysgård,0.2,False,,a,6,1438,0,198,0,104,0,0.0,0.0,Lysgård,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3346050.0
443,,,458184,0,0,0,0,0,4,0.0,0.0,0,Storm Bugge,0.0,444,False,,,50,458184.jpg,0.0,Pettersen,0.1,False,,a,12,48,0,27,0,8,0,0.0,0.0,Pettersen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3755244.0
444,,,401290,0,0,-1,1,0,1,0.0,0.0,0,Henri,0.0,445,False,,,39,401290.jpg,0.0,Sørlie,0.1,False,,a,6,1438,0,70,0,28,0,0.0,0.0,Sørlie,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3329885.0
445,,,350383,0,0,-1,1,0,2,0.0,0.0,0,Johannes,0.0,446,False,,,39,350383.jpg,0.0,Wiig,0.0,False,,a,7,2718,0,12,0,2,0,0.0,0.0,Wiig,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3575062.0
446,100.0,100.0,721471,0,0,0,0,1,2,1.0,0.7,0,Mamadou Thierno,0.7,447,False,,2024-10-27T20:25:06.482489Z,40,721471.jpg,3.2,Barry,0.4,False,,a,15,3,48,291,0,82,0,0.2,12.0,Barry,,1052,1,0,6,14,0,0,5,0,0,3,0,0.000000,4066764.0
447,,,364018,0,0,0,0,0,1,0.0,0.0,0,Sebastian,0.0,448,False,,,40,364018.jpg,0.0,Hansen,0.0,False,,a,10,14,0,29,0,14,0,0.0,0.0,S.Hansen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3241322.0
448,,,455250,0,0,0,0,0,3,0.0,0.0,0,Lars,0.0,449,False,,,50,455250.jpg,0.0,Remmem,0.0,False,,a,2,1,0,5,0,1,0,0.0,0.0,Remmem,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4020204.0
449,0.0,0.0,463430,0,0,0,0,1,3,0.0,0.0,0,Alexander,1.0,450,False,Suspendert,2024-11-23T20:17:49.962188Z,55,463430.jpg,2.4,Røssing-Lelesiit,0.3,False,,s,8,12,24,266,0,116,0,0.2,4.4,Røssing-Lelesiit,,502,1,1,2,7,0,0,3,0,0,2,0,0.000000,3748602.0
450,,,543208,0,0,0,0,0,1,0.0,0.0,0,Mads,0.0,451,False,,,40,543208.jpg,0.0,Myklebust,0.0,False,,a,9,6,0,9,0,2,0,0.0,0.0,Myklebust,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3611437.0
451,,,560466,0,0,0,0,0,2,0.0,0.0,0,Adam,0.0,452,False,,,40,560466.jpg,0.0,Kaszuba,0.0,False,,a,13,5043,0,3,0,0,0,0.0,0.0,Kaszuba,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3643335.0
452,0.0,0.0,308374,0,0,0,0,0,2,0.0,0.0,0,Kristoffer,0.0,453,False,På utlån i Sogndal,2024-08-07T12:57:35.547606Z,40,308374.jpg,0.0,Paulsen,0.0,False,,u,16,7,0,0,0,0,0,0.0,0.0,Paulsen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3109428.0
453,,,360864,0,0,0,0,0,2,0.3,0.0,0,Tobias Saliou Moi,0.0,454,False,,,40,360864.jpg,1.0,Séne,0.0,False,,a,16,7,1,13,0,4,0,0.0,0.2,Séne,,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,3237525.0
454,,,86287,0,0,-2,2,0,1,0.0,1.0,3,Sean,1.0,455,False,,,43,86287.jpg,1.0,McDermott,0.1,False,,a,9,6,2,38,0,11,0,0.2,0.5,McDermott,,180,0,0,0,3,0,0,0,0,4,0,1,0.000000,2457149.0
455,,,319336,0,0,0,0,0,3,0.0,0.0,0,Markus,0.0,456,False,,,55,319336.jpg,1.0,Haaland,0.0,False,,a,2,1,1,1,0,1,0,0.0,0.2,Haaland,,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,3620968.0
456,,,314805,0,0,-5,5,0,3,1.7,2.0,1,David,2.0,457,False,,,50,314805.jpg,1.8,Tufekcic,0.0,False,,a,7,2718,28,11,0,8,0,0.4,5.6,Tufekcic,,617,1,1,1,11,0,0,1,0,0,0,0,0.000000,3302367.0
457,,,560463,0,0,0,0,0,3,0.0,0.0,0,Mathias,0.0,458,False,,,45,560463.jpg,0.0,Svenningsen-Grønn,0.0,False,,a,13,5043,0,3,0,1,0,0.0,0.0,Svenningsen-Grønn,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3643457.0
458,,,447117,0,0,0,0,0,3,0.0,0.0,0,Isak,0.0,459,False,,,45,447117.jpg,0.0,Holmen,0.0,False,,a,11,5,0,3,0,1,0,0.0,0.0,Holmen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4023091.0
459,,,314862,0,0,0,0,0,2,0.0,0.7,2,Anders,0.7,460,False,,,40,314862.jpg,2.0,Bondhus,0.0,False,,a,5,16,2,18,0,1,0,0.2,0.5,Bondhus,,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,3290689.0
460,,,379210,0,0,0,0,0,3,0.0,0.0,0,André Stavås,0.0,461,False,,,45,379210.jpg,0.0,Skistad,0.0,False,,a,14,9,0,9,0,3,0,0.0,0.0,Skistad,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3712529.0
461,100.0,100.0,447546,0,0,0,0,0,2,0.0,0.0,0,Jesper,0.0,462,False,,2024-11-09T11:43:18.501867Z,40,447546.jpg,0.0,Solberg,0.0,False,,a,3,40,0,2,0,1,0,0.0,0.0,Solberg,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3650428.0
462,100.0,100.0,305765,0,0,0,0,0,2,0.0,0.0,0,Tobias Solheim,0.0,463,False,,2024-09-27T12:04:05.630797Z,40,305765.jpg,1.0,Dahl,0.0,False,,a,11,5,2,7,0,1,0,0.0,0.5,Dahl,,39,0,0,0,0,0,0,0,0,0,0,0,0.000000,3588843.0
463,,,398028,0,0,0,0,0,3,0.0,0.0,0,Lars Tanggaard,0.0,464,False,,,45,398028.jpg,0.0,Eide,0.0,False,,a,5,16,0,0,0,0,0,0.0,0.0,Eide,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3812321.0
464,,,371455,0,0,0,0,0,3,0.3,0.3,0,Niklas,0.3,465,False,,,50,371455.jpg,0.9,Fuglestad,0.0,False,,a,16,7,6,4,0,2,0,0.1,1.2,Fuglestad,,112,0,0,0,1,0,0,1,0,0,0,0,0.000000,3312274.0
465,,,586315,0,0,0,0,0,4,0.3,0.7,1,Olav Dobloug,0.7,466,False,,,45,586315.jpg,1.0,Mengshoel,0.2,False,,a,4,50,3,105,0,29,0,0.2,0.7,Mengshoel,,19,0,0,0,0,0,0,0,0,0,0,0,0.000000,3881468.0
466,100.0,100.0,673919,0,0,0,0,1,2,6.3,5.3,8,Fallou,5.3,467,False,,2024-10-21T12:23:31.256995Z,45,673919.jpg,4.5,Fall,0.1,False,,a,3,40,50,64,0,10,0,1.2,11.1,Fall,,776,2,0,4,11,0,0,1,0,0,8,0,0.000000,
467,100.0,100.0,125592,0,0,-1,1,0,2,1.3,0.7,0,Daniel,0.7,468,False,,2024-09-20T19:27:24.680651Z,44,125592.jpg,2.3,Eid,0.1,False,,a,3,40,34,137,0,72,0,0.2,7.7,Eid,,888,0,1,4,16,0,0,2,0,0,0,0,0.000000,3290423.0
468,,,188088,0,0,-9,9,0,3,3.3,3.7,2,Markus,3.7,469,False,,,56,188088.jpg,1.8,Karlsbakk,0.0,False,,a,8,12,28,80,0,76,0,0.7,5.0,Karlsbakk,,724,1,0,0,23,0,0,0,0,0,0,0,0.000000,2863772.0
469,,,158269,0,0,-6,6,0,3,1.3,1.7,2,Kevin,1.7,470,False,,,44,158269.jpg,1.9,Krygård,0.0,False,,a,8,12,27,49,0,37,0,0.4,6.1,Krygård,,992,0,1,1,24,0,0,2,0,0,0,0,0.000000,3681387.0
470,,,374653,0,0,0,0,0,3,0.0,0.3,1,Heine Åsen,0.3,471,False,,,55,374653.jpg,1.0,Larsen,0.0,False,,a,15,3,8,3,0,2,0,0.1,1.5,Larsen,,152,0,0,0,3,0,0,0,0,0,0,0,0.000000,3111885.0
471,,,100947,0,0,0,0,1,2,2.7,5.7,11,Menno,5.7,472,False,,,45,100947.jpg,2.2,Koch,0.0,False,,a,13,5043,35,8,0,2,0,1.3,7.8,Koch,,1196,1,1,1,23,0,0,3,0,0,3,0,0.000000,
472,,,95374,0,0,0,0,0,1,2.7,2.0,2,Carljohan,2.0,473,False,,,45,95374.jpg,2.4,Eriksson,0.1,False,,a,13,5043,39,89,0,40,0,0.4,8.7,Eriksson,,1440,0,0,1,26,0,0,1,0,36,5,0,0.000000,
473,100.0,100.0,162531,0,0,0,0,0,3,2.0,2.7,3,Parfait,2.7,474,False,,2024-10-25T13:48:32.740442Z,45,162531.jpg,2.0,Bizoza,0.0,False,,a,5,16,30,24,0,14,0,0.6,6.7,Bizoza,,959,1,1,3,19,0,0,6,0,0,1,0,0.000000,2797675.0
474,50.0,50.0,645387,0,0,-2,2,0,2,0.0,0.0,0,Mikkel,0.0,475,False,Smell - 25 % sjanse for å spille,2024-10-17T20:28:28.069796Z,43,645387.jpg,1.7,Fischer,0.0,False,,d,5,16,10,11,0,9,0,0.0,2.3,Fischer,,331,0,0,1,9,0,0,0,0,0,0,0,0.000000,
475,,,246316,0,0,-1,1,0,2,1.0,1.0,1,Isak,1.0,476,False,,,54,246316.jpg,2.2,Määttä,1.5,False,,a,1,8,33,1435,0,684,0,0.2,6.1,Määttä,,728,0,1,3,9,0,0,0,0,0,0,0,0.000000,3677354.0
476,100.0,100.0,112533,0,0,-9,9,0,4,1.3,1.3,1,Andreas,1.3,477,False,,2024-10-18T14:53:52.209269Z,81,112533.jpg,1.9,Helmersen,0.3,False,,a,1,8,21,1769,0,1653,0,0.2,2.6,Helmersen,,259,2,0,1,3,0,0,0,0,0,1,0,0.000000,3118125.0
477,,,295739,0,0,-4,4,0,3,0.0,0.0,0,Hampus,0.0,478,False,,,56,295739.jpg,1.2,Finndell,0.0,False,,a,16,7,13,10,0,8,0,0.0,2.3,Finndell,,455,0,1,0,13,0,0,3,0,0,0,0,0.000000,
478,100.0,100.0,107723,0,0,-1,1,1,3,2.0,2.0,2,Mohamed,2.0,479,False,,2024-10-27T19:53:44.879640Z,69,107723.jpg,2.7,Ofkir,0.2,False,,a,4,50,38,233,0,157,0,0.3,5.5,Ofkir,,978,1,2,2,18,0,0,2,0,0,2,0,0.000000,3504469.0
479,,,316859,0,0,0,0,0,3,0.7,0.7,1,Jesper,0.7,480,False,,,45,316859.jpg,1.0,Gregersen,0.0,False,,a,13,5043,4,2,0,0,0,0.2,0.9,Gregersen,,26,0,0,0,3,0,0,0,0,0,0,0,0.000000,3622413.0
480,100.0,100.0,543871,0,0,-2,2,1,3,2.7,2.7,2,Frederik,2.7,481,False,,2024-08-23T19:55:32.544900Z,63,543871.jpg,3.7,Carstensen,0.1,False,,a,13,5043,33,96,0,41,0,0.4,5.2,Carstensen,,600,2,1,1,8,0,0,0,0,0,3,0,0.000000,
481,100.0,100.0,110029,0,0,0,0,0,4,0.3,0.0,0,Alagie,0.0,482,False,,2024-08-23T19:55:32.575689Z,60,110029.jpg,1.0,Sanyang,0.0,False,,a,13,5043,7,15,0,8,0,0.0,1.2,Sanyang,,154,0,0,0,2,0,0,0,0,0,0,0,0.000000,2687116.0
482,100.0,100.0,168222,0,0,-4,4,0,3,0.0,0.0,0,Samuel,0.0,483,False,,2024-09-20T19:18:04.447844Z,76,168222.jpg,0.0,Burakovsky,0.0,False,,a,1,8,0,13,0,12,0,0.0,0.0,Burakovsky,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,
483,,,456287,0,0,-7,7,0,4,1.3,1.7,2,Stefán Ingi,1.7,484,False,,,53,456287.jpg,2.9,Sigurdarson,1.4,False,,a,12,48,43,2264,0,1565,0,0.3,8.1,Sigurdarson,,788,4,1,2,12,0,0,0,0,0,2,0,0.000000,
484,,,453251,0,0,-7,7,0,4,1.0,0.3,0,Kristian,0.3,485,False,,,53,453251.jpg,2.3,Lien,1.6,False,,a,7,2718,32,3126,0,2330,0,0.1,6.0,Lien,,1072,2,0,4,15,0,0,3,0,0,2,0,0.000000,3567844.0
485,,,515903,0,0,-2,2,0,4,0.0,0.0,0,Jabir,0.0,486,False,,,58,515903.jpg,1.0,Abdihakim,0.0,False,,a,8,12,3,15,0,12,0,0.0,0.5,Ali,,42,0,0,0,3,0,0,0,0,0,0,0,0.000000,
486,,,639650,0,0,0,0,0,3,3.3,3.7,2,Elias,3.7,487,False,,,55,639650.jpg,2.5,Jemal,0.0,False,,a,12,48,33,3,0,2,0,0.7,6.0,Jemal,,389,2,1,1,4,0,0,0,0,0,3,0,0.000000,4082555.0
487,,,331675,0,0,-1,1,0,2,0.0,0.0,0,Rasmus,0.0,488,False,,,44,331675.jpg,1.0,Holten,0.0,False,,a,2,1,2,2,0,1,0,0.0,0.5,Holten,,66,0,0,0,2,0,0,0,0,0,0,0,0.000000,3266254.0
488,50.0,50.0,125431,0,0,0,0,1,2,0.5,0.5,1,Sheriff,1.0,489,False,Smell - 50 % sjanse for å spille,2024-11-29T23:04:56.235429Z,45,125431.jpg,2.9,Sinyan,0.0,False,,d,10,14,35,32,0,12,0,0.2,7.8,Sinyan,,1035,1,0,2,20,0,0,0,0,0,4,0,0.000000,3615984.0
489,,,377136,0,0,0,0,0,2,0.0,0.3,1,Torjus,0.3,490,False,,,40,377136.jpg,1.0,Engebakken,0.0,False,,a,3,40,1,2,0,1,0,0.1,0.2,Engebakken,,2,0,0,0,0,0,0,0,0,0,0,0,0.000000,3553580.0
490,,,506912,0,0,-11,11,1,4,0.7,1.0,1,Frederik,1.0,491,False,,,79,506912.jpg,2.4,Ihler,0.4,False,,a,9,6,26,2323,0,2163,0,0.1,3.3,Ihler,,301,2,1,0,4,0,0,0,0,0,2,0,0.000000,4082611.0
491,100.0,100.0,584006,0,0,0,0,0,3,1.0,0.7,0,Noah,0.7,492,False,,2024-09-27T12:04:05.654215Z,70,584006.jpg,1.6,Sahsah,0.0,False,,a,11,5,11,11,0,4,0,0.1,1.6,Sahsah,,164,1,0,0,1,0,0,1,0,0,0,0,0.000000,4082636.0
492,,,530487,0,0,0,0,0,2,0.3,0.0,0,Anton,0.0,493,False,,,45,530487.jpg,1.0,Ekeroth,0.0,False,,a,4,50,5,0,0,0,0,0.0,1.1,Ekeroth,,144,0,0,0,3,0,0,0,0,0,0,0,0.000000,
493,,,332338,0,0,0,0,0,2,0.0,0.0,0,Aleksander,0.0,494,False,,,45,332338.jpg,1.0,van der Spa,0.0,False,,a,12,48,2,3,0,0,0,0.0,0.4,A.van der Spa,,95,0,0,0,3,0,0,0,0,0,0,0,0.000000,3678530.0
494,,,743410,0,0,0,0,0,3,0.0,0.0,0,Gift,0.0,495,False,,,55,743410.jpg,0.0,Sunday,0.0,False,,a,1,8,0,1,0,0,0,0.0,0.0,Sunday,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4082898.0
495,100.0,100.0,170664,0,0,-5,5,0,3,2.7,2.0,1,Moustafa,2.0,496,False,,2024-11-03T22:03:35.900438Z,60,170664.jpg,2.0,Zeidan,0.0,False,,a,11,5,24,31,0,18,0,0.3,4.0,Zeidan,,687,0,1,4,5,0,0,1,0,0,0,0,0.000000,
496,100.0,100.0,436312,0,0,-5,5,0,2,0.7,0.3,0,Luka,0.3,497,False,,2024-09-22T20:10:00.605272Z,40,436312.jpg,1.0,Racic,0.0,False,,a,11,5,7,18,0,12,0,0.1,1.8,Racic,,62,0,0,0,0,0,0,0,0,0,0,0,0.000000,
497,,,433654,0,0,-2,2,0,3,1.3,1.0,2,Christian,1.0,498,False,,,53,433654.jpg,1.5,Cappis,0.0,False,,a,16,7,18,13,0,5,0,0.2,3.4,Cappis,,351,0,2,0,6,0,0,2,0,0,0,0,0.000000,4040965.0
498,100.0,100.0,255565,0,0,-3,3,1,3,3.0,3.0,3,Emil Konradsen,3.0,499,False,,2024-10-17T20:16:43.998571Z,67,255565.jpg,3.9,Ceide,1.2,False,,a,11,5,47,1389,0,761,0,0.4,7.0,Konradsen Ceïde,,693,1,5,6,3,0,0,1,0,0,3,0,0.000000,3653864.0
499,,,168230,0,0,-1,1,1,4,4.3,6.3,8,Nikolaj,6.3,500,False,,,59,168230.jpg,3.3,Möller,0.3,False,,a,14,9,40,339,0,182,0,1.1,6.8,Möller,,881,3,1,7,7,0,0,2,0,0,5,0,0.000000,
500,,,530529,0,0,0,0,0,3,1.7,2.3,2,David,2.3,501,False,,,50,530529.jpg,2.2,Edvardsson,0.0,False,,a,15,3,22,2,0,1,0,0.5,4.4,Edvardsson,,475,1,0,2,11,0,0,0,0,0,0,0,0.000000,4083134.0
501,,,431422,0,0,0,0,0,1,0.0,0.0,0,Aksel,0.0,502,False,,,40,431422.jpg,0.0,Bergsvik,0.0,False,,a,16,7,0,19,0,4,0,0.0,0.0,Bergsvik,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3363967.0
502,100.0,100.0,183476,0,0,-2,2,0,2,0.0,0.0,0,Michal,0.0,503,False,,2024-10-18T14:53:52.110332Z,48,183476.jpg,1.0,Tomic,0.0,False,,a,1,8,4,6,0,3,0,0.0,0.8,Tomic,,94,0,0,0,1,0,0,0,0,0,0,0,0.000000,
503,,,106892,0,0,-1,1,0,3,1.7,1.7,2,Philip,1.7,504,False,,,114,106892.jpg,4.4,Zinckernagel,2.8,False,,a,1,8,48,3106,0,1661,0,0.1,4.2,Zinckernagel,,711,3,3,3,12,0,0,0,0,0,2,0,0.000000,3400223.0
504,,,520537,0,0,-7,7,0,3,3.7,3.3,1,Mads,3.3,505,False,,,48,520537.jpg,2.3,Enggård,0.1,False,,a,9,6,25,86,0,57,0,0.7,5.2,Enggård,,494,0,2,1,11,0,0,0,0,0,2,0,0.000000,
505,,,548972,0,0,0,0,0,4,0.0,0.3,1,Markus,0.3,506,False,,,55,548972.jpg,1.0,Wæhler,0.0,False,,a,8,12,1,3,0,1,0,0.1,0.2,Wæhler,,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,3666574.0
506,,,546318,0,0,0,0,0,2,0.3,0.0,0,Igor,0.0,507,False,,,45,546318.jpg,1.0,Jelicic,0.0,False,,a,7,2718,9,2,0,0,0,0.0,2.0,Jelicic,,173,0,0,0,3,0,0,1,0,0,0,0,0.000000,4083424.0
507,,,124549,0,0,0,0,0,3,0.0,0.0,0,Amidou,0.0,508,False,,,45,124549.jpg,1.2,Diop,0.0,False,,a,13,5043,6,3,0,4,0,0.0,1.3,Diop,,170,0,0,0,5,0,0,0,0,0,0,0,0.000000,3653435.0
508,,,306688,0,0,0,0,0,2,0.0,0.0,0,Nikolai,0.0,509,False,,,45,306688.jpg,0.0,Skuseth,0.0,False,,a,13,5043,0,0,0,0,0,0.0,0.0,Skuseth,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2959361.0
509,,,367679,0,0,-1,1,0,3,0.0,0.3,1,Martin,0.3,510,False,,,54,367679.jpg,1.0,Håheim-Elveseter,0.0,False,,a,13,5043,2,6,0,1,0,0.1,0.4,Håheim-Elveseter,,15,0,0,0,0,0,0,0,0,0,0,0,0.000000,3396249.0
510,,,171428,0,0,-8,8,0,4,0.3,1.7,5,Sveinn Aron,1.7,511,False,,,57,171428.jpg,2.2,Gudjohnsen,0.1,False,,a,13,5043,18,134,0,104,0,0.3,3.2,Gudjohnsen,,349,1,1,0,6,0,0,1,0,0,0,0,0.000000,
511,,,360101,0,0,0,0,0,2,0.0,0.3,1,Theodor,0.3,512,False,,,40,360101.jpg,1.0,Agelin,0.0,False,,a,12,48,1,1,0,0,0,0.1,0.2,Agelin,,2,0,0,0,0,0,0,0,0,0,0,0,0.000000,3150284.0
512,0.0,0.0,27992,0,0,-7,7,0,4,0.0,0.0,0,Adama,0.0,513,False,Smell - Ute resten av sesongen,2024-09-21T09:45:35.512437Z,48,27992.jpg,4.0,Diomande,0.0,False,,i,6,1438,4,27,0,22,0,0.0,0.8,Diomande,,24,0,1,0,0,0,0,0,0,0,0,0,0.000000,
513,,,392720,0,0,0,0,0,2,0.0,0.0,0,Lucas,0.0,514,False,,,40,392720.jpg,0.0,Svenningsen,0.0,False,,a,8,12,0,1,0,0,0,0.0,0.0,Svenningsen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3655932.0
514,,,344594,0,0,0,0,0,3,1.0,0.7,1,Adrian,0.7,515,False,,,50,344594.jpg,1.2,Kurd Rønning,0.0,False,,a,7,2718,5,0,0,0,0,0.1,1.0,Kurd Rønning,,139,0,0,0,3,0,0,0,0,0,0,0,0.000000,3328437.0
